Date_measurement,RNA_flow_per_capita_VR01_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR01_lowess_95_perc_ci_top,RNA_flow_per_capita_VR01_lowess,RNA_flow_per_capita_VR02_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR02_lowess_95_perc_ci_top,RNA_flow_per_capita_VR02_lowess,RNA_flow_per_capita_VR03_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR03_lowess_95_perc_ci_top,RNA_flow_per_capita_VR03_lowess,RNA_flow_per_capita_VR04_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR04_lowess_95_perc_ci_top,RNA_flow_per_capita_VR04_lowess,RNA_flow_per_capita_VR05_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR05_lowess_95_perc_ci_top,RNA_flow_per_capita_VR05_lowess,RNA_flow_per_capita_VR06_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR06_lowess_95_perc_ci_top,RNA_flow_per_capita_VR06_lowess,RNA_flow_per_capita_VR07_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR07_lowess_95_perc_ci_top,RNA_flow_per_capita_VR07_lowess,RNA_flow_per_capita_VR08_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR08_lowess_95_perc_ci_top,RNA_flow_per_capita_VR08_lowess,RNA_flow_per_capita_VR09_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR09_lowess_95_perc_ci_top,RNA_flow_per_capita_VR09_lowess,RNA_flow_per_capita_VR10_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR10_lowess_95_perc_ci_top,RNA_flow_per_capita_VR10_lowess,RNA_flow_per_capita_VR11_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR11_lowess_95_perc_ci_top,RNA_flow_per_capita_VR11_lowess,RNA_flow_per_capita_VR12_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR12_lowess_95_perc_ci_top,RNA_flow_per_capita_VR12_lowess,RNA_flow_per_capita_VR13_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR13_lowess_95_perc_ci_top,RNA_flow_per_capita_VR13_lowess,RNA_flow_per_capita_VR14_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR14_lowess_95_perc_ci_top,RNA_flow_per_capita_VR14_lowess,RNA_flow_per_capita_VR15_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR15_lowess_95_perc_ci_top,RNA_flow_per_capita_VR15_lowess,RNA_flow_per_capita_VR16_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR16_lowess_95_perc_ci_top,RNA_flow_per_capita_VR16_lowess,RNA_flow_per_capita_VR17_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR17_lowess_95_perc_ci_top,RNA_flow_per_capita_VR17_lowess,RNA_flow_per_capita_VR18_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR18_lowess_95_perc_ci_top,RNA_flow_per_capita_VR18_lowess,RNA_flow_per_capita_VR19_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR19_lowess_95_perc_ci_top,RNA_flow_per_capita_VR19_lowess,RNA_flow_per_capita_VR20_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR20_lowess_95_perc_ci_top,RNA_flow_per_capita_VR20_lowess,RNA_flow_per_capita_VR21_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR21_lowess_95_perc_ci_top,RNA_flow_per_capita_VR21_lowess,RNA_flow_per_capita_VR22_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR22_lowess_95_perc_ci_top,RNA_flow_per_capita_VR22_lowess,RNA_flow_per_capita_VR23_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR23_lowess_95_perc_ci_top,RNA_flow_per_capita_VR23_lowess,RNA_flow_per_capita_VR24_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR24_lowess_95_perc_ci_top,RNA_flow_per_capita_VR24_lowess,RNA_flow_per_capita_VR25_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR25_lowess_95_perc_ci_top,RNA_flow_per_capita_VR25_lowess
2020-06-15,97506.1106486296,230130.21692236705,163818.16378549833,,,0.0,,,0.0,9006.584805128801,13662.6650747274,11334.6249399281,,,0.0,,,0.0,37410.83105844544,60476.219384056814,48943.525221251126,5765.308838450952,9174.809824429256,7470.059331440104,238686.34669295137,719020.452317034,478853.3995049927,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,629302.6685385717,722441.9863593021,675872.3274489369,,,0.0,,,0.0,,,0.0,,,0.0,323042.86542229675,466329.20832138584,394686.0368718413,392054.1930566201,823483.48994126,607768.84149894,37.14333521245509,60.231890926759554,48.68761306960732,10489.306306541243,16810.84225168128,13650.07427911126,172068.9075482008,268400.9979937217,220234.95277096124,242651.02492548584,249632.98696012137,246142.0059428036
2020-06-16,32456.618949046926,117576.23348908445,75016.42621906569,,,0.0,,,0.0,7284.423761102864,11235.282378686838,9259.85306989485,,,0.0,,,0.0,26321.919520392777,44082.16659990564,35202.04306014921,4028.0061475750063,6718.759668458335,5373.382908016671,106474.04029086613,402617.0174699755,254545.5288804208,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,448969.57179421873,521018.4081277229,484993.9899609708,,,0.0,,,0.0,,,0.0,,,0.0,261442.93215577188,383529.4254046973,322486.1787802346,223151.00405208368,547090.2644558237,385120.6342539537,26.119734837470958,43.92451819631549,35.02212651689322,7361.051975935723,12276.515469680842,9818.783722808283,120616.23474543107,196124.42124212038,158370.32799377572,98054.9592654434,102476.1904112051,100265.57483832425
2020-06-17,0.0,42980.468275638916,19279.526595128387,,,0.0,,,0.0,5110.875520134865,8210.764120034053,6660.819820084459,,,0.0,,,0.0,14531.664607127894,26897.798007714082,20714.73130742099,2200.759136120856,4123.720909499567,3162.2400228102115,21192.69370661903,178087.33085512117,99640.0122808701,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,258394.2633083454,308305.4859020081,283349.87460517674,,,0.0,,,0.0,,,0.0,,,0.0,184083.1393805064,279708.99765877594,231896.06851964118,77232.42157757474,295076.0729330581,186154.2472553164,14.445919501655823,26.775261360319085,20.610590430987454,4070.94836718857,7485.690121370417,5778.319244279493,66299.43854078237,119926.1757431087,93112.80714194554,15357.003364275522,17728.113901476798,16542.55863287616
2020-06-18,2120.176090670984,24462.798474283933,13291.487282477457,,,0.0,,,0.0,3917.6226258067545,6116.689223687796,5017.155924747275,,,0.0,,,0.0,11210.775980839935,18848.241764218903,15029.508872529419,1687.3425839483266,2901.4930742151596,2294.417829081743,35330.307102045466,104069.14714105484,69699.72712155015,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,189545.52762985945,219983.8898204792,204764.70872516933,,,0.0,,,0.0,,,0.0,,,0.0,141013.50604891666,208167.9845738646,174590.74531139064,68226.48688551607,196148.31719074456,132187.40203813033,11.189310626646074,18.71946234572815,14.954386486187111,3172.6406366664587,5212.44344777202,4192.542042219239,50764.777310534526,84283.25790207577,67524.01760630515,10250.230854013802,11342.785597127526,10796.508225570664
2020-06-19,3815.243381265346,12553.617303801708,8184.430342533527,,,0.0,,,0.0,2797.2938056422154,4166.370338610497,3481.8320721263563,,,0.0,,,0.0,7897.747478627299,11948.730626887726,9923.239052757512,1185.0838436283811,1844.7484799187173,1514.9161617735492,31942.11129538407,55630.54170042168,43786.326497902875,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,126909.71048773295,142825.79047129548,134867.75047951422,,,0.0,,,0.0,,,0.0,,,0.0,100569.07821357319,141682.8918903712,121125.9850519722,53494.68602082038,116866.0251710602,85180.35559594029,7.862217084629622,11.88541304930124,9.873815066965431,2264.7355645220478,3271.600260216652,2768.16791236935,35787.544787213374,53350.881485446334,44569.213136329854,6176.171248438447,6572.719646560682,6374.445447499565
2020-06-20,2426.9393364553425,5236.315617622536,3831.627477038939,,,0.0,,,0.0,1689.9399702203189,2412.902307760066,2051.4211389901925,,,0.0,,,0.0,4493.929763342731,6195.351710143684,5344.6407367432075,663.1187659526904,968.760664514934,815.9397152338122,18251.656149834755,24505.8340121416,21378.745080988178,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,68772.97632913507,76293.57579197772,72533.2760605564,,,0.0,,,0.0,,,0.0,,,0.0,60552.37528619245,82147.6580640897,71350.01667514107,31381.501795513057,56644.90391741313,44013.2028564631,4.363295059662764,6.2728593914480495,5.318077225555407,1290.0910966248398,1691.7964033645594,1490.9437499946996,20439.896342380183,27561.22319739897,24000.559769889576,2812.4926240131963,2876.8922739507043,2844.6924489819503
2020-06-21,0.0,563.6802560645255,170.87776423486423,,,0.0,,,0.0,566.0389720648961,920.7327827220811,743.3858773934886,0.0,216.14887919043306,0.0,,,0.0,1052.5478827164884,1557.7869557048484,1305.1674192106684,136.51762164218064,261.9881651598848,199.2528934010327,1784.4026249021938,2766.2144897899657,2275.30855734608,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,16064.512883505424,19366.798458881796,17715.65567119361,,,0.0,,,0.0,,,0.0,,,0.0,20708.711855383026,30996.39357348433,25852.552714433677,4576.316572112275,12195.80617280089,8386.061372456583,0.0,124.25516520693493,1.2986770252921316,296.2091881703383,431.96953677005865,364.08936247019847,4880.058893780424,6842.345411368267,5861.202152574346,,,8.727958460448216
2020-06-22,0.0,0.0,0.0,0.0,14.54806125679682,0.0,,,0.0,0.0,0.0,0.0,0.0,1523.3143258573825,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.97792306195771,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,172.9862662790413,0.0,,,0.0,0.0,65.89137867747716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.8095456784187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2020-06-23,0.0,0.0,0.0,0.0,108.55736203445134,0.0,,,0.0,0.0,0.0,0.0,0.0,4903.708026252572,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.5466797636095,0.0,0.0,96.4848219967685,0.0,0.0,228.35434525049962,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,61.89486570140937,0.0,0.0,1185.2703748751408,0.0,,,0.0,0.0,401.9383705016105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.321795562876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2020-06-24,0.0,0.0,0.0,0.0,367.14587499058706,0.0,,,0.0,0.0,0.0,0.0,0.0,10939.085045170814,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1607.8351422796313,0.0,0.0,595.9277966014296,0.0,0.0,1583.4330163377633,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,552.9315133051025,0.0,0.0,3521.9407733806693,0.0,0.0,0.047661132791820555,0.0,0.0,1081.233730289178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10082.657346846745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-25,0.0,0.0,0.0,0.0,831.4768874486289,0.0,,,0.0,0.0,0.0,0.0,0.0,20135.476795836017,0.0,0.0,5.917914541084625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3488.6255936998414,0.0,0.0,1701.2618410189411,0.0,0.0,4303.764537990484,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,2126.752843231671,0.0,0.0,7169.269702073629,0.0,0.0,0.3688920673807931,0.0,0.0,2116.2653701170375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20637.65154065214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-26,0.0,0.0,0.0,0.0,1401.6007199648582,0.0,,,0.0,0.0,0.0,0.0,0.0,34493.7582288462,0.0,0.0,40.16563716471528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6211.875914372167,0.0,0.0,3594.4031838610545,0.0,0.0,7508.258535879097,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,5493.488789211964,0.0,0.0,12060.9519423416,0.0,0.0,1.2825547031070337,0.0,0.0,3347.6882186671874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32143.840693765833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-27,0.0,0.0,0.0,0.0,1945.1097136688688,0.0,,,0.0,0.0,489.86945584398563,0.0,0.0,57244.09589262542,0.0,0.0,156.33998456196744,0.0,0.0,0.0,0.0,0.0,365.45793708197516,0.0,0.0,0.0,0.0,0.0,9869.914075994757,0.0,0.0,6177.304832720699,0.0,0.0,11114.261289556636,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,10595.98320835545,0.0,0.0,19278.674780723843,0.0,0.0,2.9526819510749744,0.0,0.0,4353.108931104383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42679.566326726446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-28,,,0.0,0.0,2526.0166913661074,0.0,,,0.0,0.0,2708.9017263831356,0.0,0.0,89467.1634953024,0.0,0.0,436.02697235993,0.0,0.0,0.0,0.0,0.0,1441.850976923597,0.0,0.0,0.0,0.0,0.0,14699.416882233034,0.0,0.0,9354.570397328089,0.0,0.0,16328.024055566848,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,17560.30372229348,0.0,0.0,31846.581239878982,0.0,0.0,5.3216555086985045,0.0,0.0,4816.524381762653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53175.70606105756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.4028454666986,0.0
2020-06-29,,,0.0,0.0,3381.87794967177,0.0,,,0.0,0.0,8703.296777045474,0.0,0.0,133124.45378018476,0.0,0.0,949.7788772906346,0.0,0.0,0.0,0.0,0.0,4327.992539292703,0.0,0.0,1376.4247324238167,0.0,0.0,21081.929034250883,0.0,0.0,13286.089887060612,0.0,0.0,24812.89483430187,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,27486.046342812773,0.0,0.0,53670.78288102598,0.0,0.0,8.245885941729057,0.0,0.0,4871.113923791688,0.0,0.0,0.0,0.0,0.0,83822.69279597187,0.0,0.0,66941.14827254036,0.0,0.0,1820.2517829745225,0.0,0.0,0.0,0.0,0.0,19052.97531323945,0.0
2020-06-30,,,0.0,0.0,4630.217477830243,0.0,,,0.0,0.0,16527.361290078145,0.0,0.0,190072.42699306004,0.0,0.0,1690.3479789936798,0.0,0.0,5113.298103743871,0.0,0.0,7604.042636997458,0.0,0.0,27717.972870876984,0.0,0.0,30250.382942516622,0.0,0.0,18335.190673167523,0.0,0.0,37080.43386312507,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,41088.68102242777,0.0,0.0,86483.79824400615,0.0,0.0,11.636119509069278,0.0,0.0,5029.084235573936,0.0,0.0,75751.33697086519,0.0,0.0,233213.06765839737,0.0,0.0,88208.09833063744,0.0,0.0,6295.2521380150865,0.0,0.0,15261.805332256596,0.0,0.0,31808.015408327286,0.0
2020-07-01,,,0.0,0.0,6155.032040552172,0.0,,,0.0,0.0,25020.334660592318,0.0,0.0,259133.28061599965,0.0,0.0,2600.82426761425,0.0,0.0,11566.068664987864,0.0,0.0,10947.371782600252,0.0,0.0,41983.328673013755,0.0,0.0,43902.11907985425,0.0,0.0,24669.038030404063,0.0,0.0,53267.218200229014,0.0,,,0.0,,,0.0,0.0,4023.532724981027,0.0,0.0,58184.51817603554,0.0,0.0,128058.91817153813,0.0,0.0,15.645817793331771,0.0,0.0,6664.790389232436,0.0,0.0,164413.60661490884,0.0,0.0,363976.7968589139,0.0,0.0,119065.18306325733,0.0,0.0,11403.685100547034,0.0,0.0,32311.7654588665,0.0,0.0,49378.40368322737,0.0
2020-07-02,,,0.0,0.0,7880.92498701002,0.0,,,0.0,0.0,33137.30249533246,0.0,0.0,335687.4614692246,0.0,0.0,3622.5999239977837,0.0,0.0,17419.797027106335,0.0,0.0,14871.351625907857,0.0,0.0,59414.979051944145,0.0,0.0,61697.98332277704,0.0,0.0,32129.581682964483,0.0,0.0,74020.34606597415,0.0,,,0.0,,,0.0,0.0,5579.158656154462,0.0,0.0,78329.98371640961,0.0,0.0,175525.4514791521,0.0,0.0,20.326903083178795,0.0,0.0,11430.86054270867,0.0,0.0,222214.39841027453,0.0,0.0,492468.4684865422,0.0,0.0,157832.40768642613,0.0,0.0,17786.601762190934,0.0,0.0,43567.513077510936,0.0,0.0,72758.25457675262,0.0
2020-07-03,,,0.0,0.0,9859.705048459124,0.0,,,0.0,0.0,41334.42871456623,0.0,0.0,413542.6282661838,0.0,0.0,4718.513741649317,0.0,0.0,23587.951508680493,0.0,0.0,19429.606662919705,0.0,0.0,79399.43093347072,0.0,0.0,81836.03898057007,0.0,0.0,40480.501605697944,0.0,0.0,98746.13472062835,0.0,,,0.0,,,0.0,0.0,7485.6602886102955,0.0,0.0,100847.02514183604,0.0,0.0,226492.08774099147,0.0,0.0,25.34853018153254,0.0,0.0,19267.8156540127,0.0,0.0,276230.4496009763,0.0,0.0,632898.5596443516,0.0,0.0,200724.8680508933,0.0,0.0,25333.170258632654,0.0,0.0,57392.86698124505,0.0,0.0,102110.45153669248,0.0
2020-07-04,,,0.0,0.0,12073.766117338799,0.0,,,0.0,0.0,49540.804020119205,12.39039195138369,0.0,503571.3139599002,16058.271556272022,0.0,5864.01630083506,0.0,0.0,29905.18027096285,0.0,0.0,24283.66403195315,0.0,0.0,101086.29937928177,0.0,0.0,102577.2536948894,0.0,0.0,49327.11204553099,0.0,0.0,126030.836632451,0.0,,,0.0,,,0.0,0.0,9581.358977262096,0.0,0.0,124901.25279211988,0.0,0.0,278606.3462479752,0.0,0.0,30.41026270296753,0.0,0.0,28589.777892745977,0.0,0.0,331645.70242004213,0.0,0.0,794050.5978547558,0.0,0.0,243544.58356788635,0.0,0.0,33334.50093845671,0.0,0.0,73631.8596437976,0.0,0.0,134381.73719643283,0.0
2020-07-05,,,0.0,0.0,14433.478392183399,0.0,,,0.0,0.0,57634.98893932327,58.930677654447095,0.0,631488.1632638508,76733.84523649783,0.0,7033.959435161807,0.0,0.0,38068.45865181086,0.0,0.0,29189.090927333396,0.0,0.0,123518.19449261678,0.0,0.0,122769.20522874153,0.0,0.0,58157.662641430405,0.0,0.0,154630.48064718395,0.0,,,0.0,,,0.0,0.0,11645.653362635556,0.0,0.0,149553.52855698756,0.0,0.0,329976.69015046285,0.0,0.0,35.45724788225568,0.0,0.0,37706.68803494378,0.0,0.0,386302.4850614874,0.4592389675481047,0.0,974589.2524408898,15570.327750050794,0.0,287200.18257097993,4005.7622472115054,0.0,41193.03693829084,0.0,0.0,91732.29199417534,0.0,0.0,173889.38700975498,7898.400119457876
2020-07-06,,,0.0,0.0,16866.273725793737,0.0,,,0.0,0.0,65512.90172572907,126.53814073424621,0.0,780275.3412313979,165641.49922224387,0.0,8198.979473716383,0.0,0.0,49601.6040899805,0.0,0.0,34108.754535591055,0.0,0.0,145688.82115437055,0.0,0.0,142088.09394156135,0.0,0.0,66500.87745040338,0.0,0.0,183704.99005538103,0.0,,,0.0,,,0.0,0.0,13542.634389627929,0.0,0.0,173773.38087095943,0.0,0.0,379932.2377415177,0.0,0.0,45.338254494636885,0.0,0.0,46218.47397281709,0.0,0.0,440520.6420651207,2.761093893287228,0.0,1196114.914731155,85251.90588874584,0.0,341668.9709827707,23926.222879876856,0.0,48622.16869740548,0.0,0.0,110999.69542916275,0.0,0.0,240870.48688275192,45951.56872879145
2020-07-07,,,0.0,0.0,19356.168621329492,0.0,,,0.0,0.0,74204.23148998014,1343.2229839015963,0.0,926428.9920330656,259070.99289960557,0.0,9310.813932718214,0.0,0.0,63892.668477943495,0.0,0.0,39252.73832902113,0.0,0.0,168218.2320226777,1446.4564194575696,0.0,164482.11575684283,4100.554863723185,0.0,75165.25875098103,1119.4653206765524,0.0,214654.64631438436,1877.6770521628039,,,0.0,,,0.0,0.0,15226.751379409307,0.0,0.0,196913.90216395704,521.3731824109404,0.0,433426.75405768387,6069.657393020734,0.0,77.88341794809088,0.6776421434536477,0.0,53755.487701702514,0.0,0.0,493265.37478075305,7.400371016861143,0.0,1438995.74434609,211631.65964906104,0.0,409800.04399444873,63814.40476893311,0.0,55625.826946657275,0.0,0.0,130461.12296805071,0.0,0.0,339931.7628180403,120101.67255702057
2020-07-08,,,0.0,0.0,24680.092083922133,2831.694391802026,,,0.0,0.0,85759.65854371093,5884.725713115297,0.0,1062595.2904527122,348441.65105650155,0.0,10318.507796409769,0.0,0.0,79483.21313814916,0.0,0.0,45424.66917980473,478.02923792718855,0.0,193346.07994362272,7093.106669247363,0.0,197500.03733813346,20131.33519477063,0.0,86174.190322372,5490.249318262369,0.0,255341.62367732404,13895.293236327672,,,0.0,,,0.0,0.0,16755.997958981032,60.47154402409108,0.0,221252.0262626362,4898.811061789042,0.0,500373.9228549952,29768.553376272917,0.0,133.8818622678066,3.322985834468318,0.0,59917.95407641326,0.7512070813366039,0.0,550696.8304665844,8002.8107500804645,0.0,1722626.7111846674,356116.90934810764,0.0,479626.2090062375,110603.69486615068,0.0,62293.285176251615,0.0,0.0,148761.59468163777,0.0,0.0,446557.0738186153,206347.12291046925
2020-07-09,,,0.0,0.0,37626.45714078704,13507.671365098517,,,0.0,0.0,98036.15256470103,11880.108942312818,0.0,1177958.1489975713,420661.05426844605,0.0,11280.743481951999,97.0728952582579,0.0,94773.41527093334,0.0,0.0,53728.27982891424,2274.9244186167575,0.0,218212.12196705144,14590.206083965262,0.0,235445.13994609952,42763.6864133855,0.0,97652.11683470898,11295.147045625743,0.0,310422.6270224954,41308.12138057947,,,0.0,,,0.0,0.0,18389.73911502048,416.48847951678727,0.0,249594.54220709534,16407.259404127868,0.0,570265.0759819587,61333.27699795636,0.0,196.71386172857893,6.835166332231375,0.0,64982.06698353531,3.5751919434355806,0.0,630727.5969635969,41444.44321284485,0.0,2032302.5578463878,480891.87296510406,0.0,540548.9249658813,150983.74131116443,0.0,69428.3702142423,752.2957330181877,0.0,166166.3445318977,1542.9521339185355,24933.05243686022,535537.842831119,280235.4476339896
2020-07-10,,,0.0,0.0,50773.03411507174,24880.26270186935,,,0.0,0.0,107369.51617028062,16105.611278428669,0.0,1261912.0559092262,462658.5665493,0.0,12262.460500438441,390.90974041016074,0.0,109155.81632822477,1744.1162626662879,0.0,62068.760289739424,4147.556997609808,0.0,239009.65839621655,20697.241431813254,0.0,267795.5258951519,61825.95320535549,0.0,106365.51743342887,15394.468008697395,0.0,361371.63410874753,66754.53622804646,,,0.0,,,0.0,0.0,20132.980827227166,1058.038834008485,0.0,273985.4810978237,27497.507411536724,0.0,625900.2317556123,84051.77638913612,0.0,251.93880075870467,9.313912293991297,0.0,71063.08959686666,1361.2790501928914,0.0,716831.044323208,83120.1050628162,0.0,2272147.239405518,554106.6972162148,0.0,582173.6099470466,173781.63663890288,0.0,77725.57983725399,3029.8087929036733,0.0,183543.41939720325,6214.503076408996,59089.15864552988,584799.07011653,321944.11438102997
2020-07-11,,,0.0,0.0,48634.339104469196,21475.140047013643,,,0.0,0.0,109604.24849875698,14630.965485748291,0.0,1300008.4711070932,462102.3385604342,0.0,12664.929056159477,315.3990407646178,0.0,117131.22006130787,1205.8176737359602,0.0,65647.66636391178,3564.722540125959,0.0,248338.58438511635,18579.545258468057,0.0,272672.0717680327,55694.11382867817,0.0,108345.6032211938,13956.087402679223,0.0,374790.3743795911,58785.48776060673,,,0.0,,,0.0,0.0,20939.155136927773,944.1763291960771,0.0,279232.3376528483,23976.98985714501,0.0,643828.7877385659,76337.11420624444,0.0,290.49592834402574,8.441755065459748,0.0,75493.62632111089,940.1942340816495,0.0,746075.2186774197,70971.18213985735,0.0,2377300.394874206,541011.8501722241,0.0,591161.4581720672,167717.71289101883,0.0,82253.16215939769,2445.1417425518316,0.0,191712.81607705026,5015.905294316681,45395.303475737746,578631.5958980024,312013.4496868701
2020-07-12,,,0.0,0.0,4042.7428034462246,0.0,,,0.0,0.0,99214.78366879254,1973.676193568406,0.0,1274193.9186082599,408391.5521556869,0.0,11220.652420343868,0.0,0.0,84867.3506406612,0.0,0.0,59890.51578596563,0.0,0.0,222601.27393944978,0.0,0.0,212911.81199950445,0.0,0.0,98039.61388029382,1628.0843463334097,0.0,300660.70585729316,0.0,,,0.0,,,0.0,0.0,18622.761071940753,0.0,0.0,242660.05501770563,0.0,0.0,587236.5743583194,5061.15272987221,0.0,307.6022073609747,0.9837575614347556,0.0,51108.56991370099,0.0,0.0,601574.8993361511,0.0,0.0,2367680.4802231076,388636.7245041378,0.0,551660.0513276265,119315.61723140864,0.0,72645.48467455077,0.0,0.0,171259.26544264494,0.0,0.0,503742.9775284673,227900.56912638436
2020-07-13,,,0.0,0.0,0.0,0.0,,,0.0,0.0,69529.24227538214,0.0,0.0,1187334.242690668,310924.94450524234,0.0,5873.983384511947,0.0,0.0,0.0,0.0,0.0,40485.55544235693,0.0,0.0,119387.36787394143,0.0,0.0,36597.38493090865,0.0,0.0,68504.48683959601,0.0,0.0,69210.0399657645,0.0,,,0.0,,,0.0,0.0,9556.975612553153,0.0,0.0,133692.61126655526,0.0,0.0,408781.62501214875,0.0,0.0,301.5438696608351,0.0,0.0,0.0,0.0,0.0,106450.4182329427,0.0,0.0,2037084.3464912376,10099.768805918042,0.0,453579.5137332724,20599.62034921013,0.0,32753.316514212827,0.0,0.0,89303.37825916395,0.0,0.0,347859.6430013669,58577.15964472376
2020-07-14,,,0.0,0.0,0.0,0.0,,,0.0,0.0,24533.16395519144,0.0,0.0,1134269.7517116053,267890.54665658175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8775.151876041207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24143.406241353645,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120483.29194985516,0.0,0.0,279.29483856381205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407953.141967019,0.0,0.0,343033.9275714682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201106.83565724103,0.0
2020-07-15,,,0.0,0.0,0.0,0.0,,,0.0,0.0,5189.023825518016,0.0,0.0,1302629.4145345008,463578.04012393614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4146.859829198031,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.945416709406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804497.3856001457,0.0,0.0,368852.84704184777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298845.3472349532,0.0
2020-07-16,,,0.0,0.0,0.0,0.0,,,0.0,0.0,34631.296544284734,0.0,14876.395680470276,1612852.356391477,813864.3760359737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31966.938063278736,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144734.89221476618,0.0,0.0,284.3637214589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705646.1768660152,0.0,0.0,543716.773811332,154419.0709138554,0.0,0.0,0.0,0.0,0.0,0.0,36673.82348940667,637283.0128940274,336978.418191717
