Date_measurement,Version,Date_of_report,RWZI_AWZI_code,RWZI_AWZI_name,RNA_flow_per_100000
2022-03-14,2,2022-06-07,10025,Bunnik,159912534278150.0
2022-03-14,2,2022-06-07,25012,Putte,243699032013103.0
2022-03-14,2,2022-06-07,27011,Biest-Houtakker,191447579898166.0
2022-03-14,2,2022-06-07,10035,Rhenen,608898133950093.0
2022-03-14,2,2022-06-07,25013,Riel,203161932620714.0
2022-03-14,2,2022-06-07,9041,Zaltbommel,188416132484253.0
2022-03-14,2,2022-06-07,14002,Woerden,333624400448545.0
2022-03-14,2,2022-06-07,25029,Willemstad,244389946971829.0
2022-03-14,2,2022-06-07,10029,Wijk Bij Duurstede,296105304505220.0
2022-03-14,2,2022-06-07,13048,Waddinxveen-Randenburg,238781127298710.0
2022-03-14,2,2022-06-07,25003,Waalwijk,301661078107630.0
2022-03-14,2,2022-06-07,28006,Vinkel,294456224261861.0
2022-03-14,2,2022-06-07,32002,Tilburg,280528693200795.0
2022-03-14,2,2022-06-07,17043,Strijen,209638428957723.0
2022-03-14,2,2022-06-07,17077,Spijkenisse,500006726699782.0
2022-03-14,2,2022-06-07,27006,Soerendonk,378676254502242.0
2022-03-14,2,2022-06-07,17052,Sliedrecht,217645342889428.0
2022-03-14,2,2022-06-07,27010,Sint-Oedenrode,254401608117419.0
2022-03-14,2,2022-06-07,27008,S Hertogenbosch,260884483760516.0
2022-03-14,2,2022-06-07,25001,Rijen,164291450731849.0
2022-03-14,2,2022-06-07,17011,Ridderkerk,160118028754387.0
2022-03-14,2,2022-06-07,25014,Waspik,156678752641284.0
2022-03-14,2,2022-06-07,2015,Gorredijk,153852553675489.0
2022-03-14,2,2022-06-07,17057,Rozenburg,234161499962390.0
2022-03-14,2,2022-06-07,9042,Millingen Aan De Rijn,391412511674956.0
2022-03-14,2,2022-06-07,25020,Kaatsheuvel,294462358737520.0
2022-03-14,2,2022-06-07,13004,Heemstede,231244988883703.0
2022-03-14,2,2022-06-07,17026,Hardinxveld-Giessendam,151850951977581.0
2022-03-14,2,2022-06-07,13012,Haarlem Schalkwijk,305159546541503.0
2022-03-14,2,2022-06-07,17065,Groot-Ammers,184190735399756.0
2022-03-14,2,2022-06-07,9010,Groesbeek,260900462216885.0
2022-03-14,2,2022-06-07,9037,Gorinchem,256898788693521.0
2022-03-14,2,2022-06-07,17048,Goedereede,428449445721326.0
2022-03-14,2,2022-06-07,9038,Gendt,201984828053696.0
2022-03-14,2,2022-06-07,17053,De Groote Zaag,165001723664327.0
2022-03-14,2,2022-06-07,17029,Vianen,248184427906316.0
2022-03-14,2,2022-06-07,13042,Bodegraven,117846791455261.0
2022-03-14,2,2022-06-07,25008,Ossendrecht,211281357408503.0
2022-03-14,2,2022-06-07,9019,Culemborg,157187246286821.0
2022-03-14,2,2022-06-07,9017,Bergharen,137728145705468.0
2022-03-14,2,2022-06-07,9031,Beesd,162955217363840.0
2022-03-14,2,2022-06-07,25026,Baarle-Nassau,372981010694080.0
2022-03-14,2,2022-06-07,17045,Oud-Beijerland,189389601191285.0
2022-03-14,2,2022-06-07,17004,Ammerstol,235464665638091.0
2022-03-14,2,2022-06-07,13035,Alphen Noord,169463894939911.0
2022-03-14,2,2022-06-07,13049,Alphen Kerk En Zanen,299749716304651.0
2022-03-14,2,2022-06-07,2016,Wolvega,78367211380763.0
2022-03-14,2,2022-06-07,7019,Zutphen,235443855543820.0
2022-03-14,2,2022-06-07,9020,Overasselt,181408260745209.0
2022-03-14,2,2022-06-07,2030,Workum,104265688585689.0
2022-03-14,2,2022-06-07,10020,Woudenberg,353185484821465.0
2022-03-15,2,2022-06-07,32002,Tilburg,110278421546121.0
2022-03-15,2,2022-06-07,25001,Rijen,163192366773446.0
2022-03-15,2,2022-06-07,17057,Rozenburg,168828094174425.0
2022-03-15,2,2022-06-07,25003,Waalwijk,332158931366403.0
2022-03-15,2,2022-06-07,10009,Utrecht,213041955156155.0
2022-03-15,2,2022-06-07,13003,Velsen,277137654324798.0
2022-03-15,2,2022-06-07,27008,S Hertogenbosch,232170464148914.0
2022-03-15,2,2022-06-07,10029,Wijk Bij Duurstede,193290377901430.0
2022-03-15,2,2022-06-07,25013,Riel,95758928847984.0
2022-03-15,2,2022-06-07,25008,Ossendrecht,107609016639139.0
2022-03-15,2,2022-06-07,17040,Oostvoorne,237960233750686.0
2022-03-15,2,2022-06-07,13049,Alphen Kerk En Zanen,349259890263310.0
2022-03-15,2,2022-06-07,28003,Aarle-Rixtel,79316213552282.0
2022-03-15,2,2022-06-07,13005,Zwanenburg,218871548065937.0
2022-03-15,2,2022-06-07,17005,Stolwijk,94285458260439.0
2022-03-15,2,2022-06-07,13035,Alphen Noord,226459516538127.0
2022-03-15,2,2022-06-07,28002,Asten,196592155138685.0
2022-03-15,2,2022-06-07,25021,Bath,435812293241012.0
2022-03-15,2,2022-06-07,13042,Bodegraven,160251621387538.0
2022-03-15,2,2022-06-07,10031,Breukelen,175783114848458.0
2022-03-15,2,2022-06-07,27004,Boxtel,212511519901675.0
2022-03-15,2,2022-06-07,10025,Bunnik,100333460849291.0
2022-03-15,2,2022-06-07,9019,Culemborg,106794563032336.0
2022-03-15,2,2022-06-07,10003,De Bilt,232683267946163.0
2022-03-15,2,2022-06-07,17074,Den Bommel,93501476196496.0
2022-03-15,2,2022-06-07,9020,Overasselt,116124584051896.0
2022-03-15,2,2022-06-07,25028,Dinteloord,173130853458840.0
2022-03-15,2,2022-06-07,27003,Eindhoven,285008956474386.0
2022-03-15,2,2022-06-07,17067,Haastrecht,74634892152822.0
2022-03-15,2,2022-06-07,27005,Hapert,256148052015400.0
2022-03-15,2,2022-06-07,13004,Heemstede,209813136190431.0
2022-03-15,2,2022-06-07,17070,Hoogvliet,282924495493000.0
2022-03-15,2,2022-06-07,29003,Land Van Cuijk,168044143906990.0
2022-03-15,2,2022-06-07,13030,Leimuiden,208663624803304.0
2022-03-15,2,2022-06-07,13034,Lisse,287489790115019.0
2022-03-15,2,2022-06-07,25016,Nieuw-Vossemeer,139982391728831.0
2022-03-15,2,2022-06-07,10028,Nieuwegein,207483294505087.0
2022-03-15,2,2022-06-07,13038,Nieuwveen,191451720398625.0
2022-03-15,2,2022-06-07,13023,Noordwijk,196149323541204.0
2022-03-15,2,2022-06-07,29002,Oijen,265004380571365.0
2022-03-15,2,2022-06-07,17075,Ooltgensplaat,208871801703093.0
2022-03-15,2,2022-06-07,28005,Dinther,124648145243434.0
2022-03-15,2,2022-06-07,15007,De Groote Lucht,225337478322712.0
2022-03-15,2,2022-06-07,17079,Barendrecht,163020125555882.0
2022-03-15,2,2022-06-07,1034,Feerwerd,136949203302213.0
2022-03-15,2,2022-06-07,5015,Losser,182304510377979.0
2022-03-15,2,2022-06-07,5023,Nijverdal,184763116613268.0
2022-03-15,2,2022-06-07,5018,Ootmarsum,136659449215745.0
2022-03-15,2,2022-06-07,8024,Renkum,256068103439994.0
2022-03-15,2,2022-06-07,10010,Soest,157888591961076.0
2022-03-15,2,2022-06-07,5005,Tubbergen,90418769344386.0
2022-03-15,2,2022-06-07,5004,Vriezenveen,313540547791915.0
2022-03-15,2,2022-06-07,10020,Woudenberg,179972113229052.0
2022-03-15,2,2022-06-07,5019,Almelo-Vissedijk,288306253674370.0
2022-03-15,2,2022-06-07,21001,Walcheren,576139861903024.0
2022-03-15,2,2022-06-07,20011,Willem Annapolder,242823745617310.0
2022-03-15,2,2022-06-07,25012,Putte,182732437216584.0
2022-03-15,2,2022-06-07,12018,Wieringen,106438954375562.0
2022-03-15,2,2022-06-07,30019,Wijlre,542242791458915.0
2022-03-15,2,2022-06-07,25025,Halsteren,170667277193841.0
2022-03-15,2,2022-06-07,27006,Soerendonk,132901686661589.0
2022-03-15,2,2022-06-07,13044,Zwaanshoek,122493560308952.0
2022-03-15,2,2022-06-07,17063,Leerdam,96539658924346.0
2022-03-15,2,2022-06-07,3022,Emmen,145616215691895.0
2022-03-15,2,2022-06-07,9013,Asperen,177968492369726.0
2022-03-15,2,2022-06-07,8019,Bennekom,441466361053390.0
2022-03-15,2,2022-06-07,5022,Rijssen,146447409693321.0
2022-03-15,2,2022-06-07,26005,Sleeuwijk,242037319629250.0
2022-03-15,2,2022-06-07,5017,Hengelo,201204429417102.0
2022-03-15,2,2022-06-07,1046,Bellingwolde,151937523604648.0
2022-03-15,2,2022-06-07,5001,Haaksbergen,153246456940432.0
2022-03-15,2,2022-06-07,5003,Glanerbrug,83854386834978.0
2022-03-15,2,2022-06-07,1026,Hoogezand,127114519798003.0
2022-03-15,2,2022-06-07,1029,Leek,322771602043966.0
2022-03-15,2,2022-06-07,1032,Marum,969966361594074.0
2022-03-15,2,2022-06-07,1027,Oude Pekela,118495943061660.0
2022-03-15,2,2022-06-07,1039,Scheemda,144077857408049.0
2022-03-15,2,2022-06-07,1008,Stadskanaal,138640841880980.0
2022-03-15,2,2022-06-07,1045,Veendam,100879281905941.0
2022-03-15,2,2022-06-07,1025,Zuidhorn,127376317086225.0
2022-03-15,2,2022-06-07,27010,Sint-Oedenrode,123445182357868.0
2022-03-15,2,2022-06-07,28006,Vinkel,106319541521888.0
2022-03-15,2,2022-06-07,25014,Waspik,77631220205767.0
2022-03-15,2,2022-06-07,25029,Willemstad,104826165109085.0
2022-03-15,2,2022-06-07,10001,Zeist,733833871525863.0
2022-03-15,2,2022-06-07,22012,Oostburg,82957597416030.0
2022-03-15,2,2022-06-07,30013,Rimburg,316368275867238.0
2022-03-15,2,2022-06-07,13047,Nieuwe Wetering,255334659579387.0
2022-03-15,2,2022-06-07,10021,Veenendaal,223938078437280.0
2022-03-15,2,2022-06-07,7006,Wehl,194002968446997.0
2022-03-15,2,2022-06-07,5020,Almelo-Sumpel,251991092257402.0
2022-03-15,2,2022-06-07,10027,Amersfoort,171210781550924.0
2022-03-15,2,2022-06-07,5011,Denekamp,82969767384594.0
2022-03-15,2,2022-06-07,8021,Ede,189036801176856.0
2022-03-15,2,2022-06-07,5002,Enschede,242456023600189.0
2022-03-15,2,2022-06-07,5016,Goor,218404351264853.0
2022-03-15,2,2022-06-07,17076,Schelluinen,167589546665515.0
2022-03-15,2,2022-06-07,9016,Arnhem,439452755281274.0
2022-03-15,2,2022-06-07,17013,Papendrecht,209422557680806.0
2022-03-15,2,2022-06-07,3032,Dieverbrug,134093736472640.0
2022-03-15,2,2022-06-07,33001,Foxhol,174383109985395.0
2022-03-15,2,2022-06-07,8026,Hattem,370927965406988.0
2022-03-15,2,2022-06-07,4018,Heino,38249663027527.0
2022-03-15,2,2022-06-07,4030,Hessenpoort,238707718487207.0
2022-03-15,2,2022-06-07,4023,Kampen,207246699949000.0
2022-03-15,2,2022-06-07,4006,Olst,139722162926470.0
2022-03-15,2,2022-06-07,4021,Raalte,56480671971245.0
2022-03-15,2,2022-06-07,4020,Steenwijk,292463536853217.0
2022-03-15,2,2022-06-07,4017,Vollenhove,95958788108483.0
2022-03-15,2,2022-06-07,4026,Zwolle,126984933341161.0
2022-03-15,2,2022-06-07,2020,Ameland,584792420125509.0
2022-03-15,2,2022-06-07,3010,Assen,189722364882973.0
2022-03-15,2,2022-06-07,3001,Beilen,128903302268447.0
2022-03-15,2,2022-06-07,22013,Breskens,106963154707331.0
2022-03-15,2,2022-06-07,4025,Dalfsen,121791322257563.0
2022-03-15,2,2022-06-07,20010,Camperlandpolder,188524167708129.0
2022-03-15,2,2022-06-07,3034,Coevorden,118965985500248.0
2022-03-15,2,2022-06-07,8022,Apeldoorn,106333643945241.0
2022-03-15,2,2022-06-07,12016,Katwoude,152664334626903.0
2022-03-15,2,2022-06-07,11012,Huizen,162770034703672.0
2022-03-15,2,2022-06-07,11013,Horstermeer,170189359016590.0
2022-03-15,2,2022-06-07,4022,Holten,144602954532803.0
2022-03-15,2,2022-06-07,11004,Hilversum,201714703308829.0
2022-03-15,2,2022-06-07,8016,Heerde,139805287931649.0
2022-03-15,2,2022-06-07,4024,Hardenberg,139422282204719.0
2022-03-15,2,2022-06-07,7023,Haarlo,116535262236437.0
2022-03-15,2,2022-06-07,12013,Geestmerambacht,152277252106847.0
2022-03-15,2,2022-06-07,12012,Everstekoog,172275174959647.0
2022-03-15,2,2022-06-07,7022,Etten,241813804526716.0
2022-03-15,2,2022-06-07,8017,Epe,89476330642885.0
2022-03-15,2,2022-06-07,8009,Elburg,123722113305586.0
2022-03-15,2,2022-06-07,7018,Dinxperlo,271718528771590.0
2022-03-15,2,2022-06-07,12023,Den Helder,158851586143134.0
2022-03-15,2,2022-06-07,8023,Brummen,216370779784019.0
2022-03-15,2,2022-06-07,18009,De Verseput,68074303850644.0
2022-03-15,2,2022-06-07,5025,Den Ham,93948497162024.0
2022-03-15,2,2022-06-07,6003,Dronten,143682215486002.0
2022-03-15,2,2022-06-07,8025,Terwolde,133692840589133.0
2022-03-15,2,2022-06-07,23002,Terneuzen,156704331882221.0
2022-03-15,2,2022-06-07,1010,Ter Apel,206881208682451.0
2022-03-15,2,2022-06-07,19001,Sint Maartensdijk,104889696371684.0
2022-03-15,2,2022-06-07,30011,Simpelveld,139663933406647.0
2022-03-15,2,2022-06-07,24001,Hulst,122145278532611.0
2022-03-15,2,2022-06-07,30014,Kerkrade,248414095700241.0
2022-03-15,2,2022-06-07,2041,Schiermonnikoog,657554826732424.0
2022-03-15,2,2022-06-07,1038,Scheve Klap,148445894022286.0
2022-03-15,2,2022-06-07,30024,Roermond,103946161334365.0
2022-03-15,2,2022-06-07,24002,Kloosterzande,104813113054430.0
2022-03-15,2,2022-06-07,18007,Mastgat,183612904371238.0
2022-03-15,2,2022-06-07,17054,Piershil,113092043921826.0
2022-03-15,2,2022-06-07,22008,Retranchement,373489336700540.0
2022-03-15,2,2022-06-07,3014,Meppel,225983772703671.0
2022-03-15,2,2022-06-07,19003,Tholen,366367620787163.0
2022-03-15,2,2022-06-07,3023,Tweede Exloermond,61211800281659.0
2022-03-15,2,2022-06-07,2040,Vlieland,241313154727661.0
2022-03-15,2,2022-06-07,20009,Waarde,70795382554464.0
2022-03-15,2,2022-06-07,3033,Echten,112136465715283.0
2022-03-15,2,2022-06-07,3030,Eelde,186477561066614.0
2022-03-15,2,2022-06-07,4005,Genemuiden,82365374360952.0
2022-03-15,2,2022-06-07,30025,Gennep,111541863158348.0
2022-03-15,2,2022-06-07,3031,Gieten,138590535502912.0
2022-03-15,2,2022-06-07,8011,Harderwijk,106437138412023.0
2022-03-15,2,2022-06-07,30016,Heugem,192183367471151.0
2022-03-15,2,2022-06-07,7015,Lichtenvoorde,150670742261544.0
2022-03-15,2,2022-06-07,30015,Hoensbroek,181298532182198.0
2022-03-15,2,2022-06-07,30007,Bosscherveld,288978105319719.0
2022-03-15,2,2022-06-07,11014,Amsterdam West,317403813238829.0
2022-03-15,2,2022-06-07,11005,Amstelveen,323203809773500.0
2022-03-15,2,2022-06-07,12006,Alkmaar,533708180556498.0
2022-03-15,2,2022-06-07,7002,Aalten,294755451829805.0
2022-03-15,2,2022-06-07,18006,Westerschouwen,167430475759774.0
2022-03-15,2,2022-06-07,30005,Weert,286241858030485.0
2022-03-15,2,2022-06-07,4028,Dedemsvaart,164319446984871.0
2022-03-15,2,2022-06-07,30003,Limmel,302364311421194.0
2022-03-15,2,2022-06-07,4019,Deventer,200156611394783.0
2022-03-15,2,2022-06-07,30018,Meijel,366924852020574.0
2022-03-15,2,2022-06-07,10024,Montfoort,121539421411465.0
2022-03-15,2,2022-06-07,10037,Loenen,144131041641622.0
2022-03-15,2,2022-06-07,10038,Lopik,238329907883821.0
2022-03-15,2,2022-06-07,14003,Leidsche Rijn,248208812187026.0
2022-03-15,2,2022-06-07,13046,Leiden Noord,194553628880335.0
2022-03-15,2,2022-06-07,10036,Houten,210128223660002.0
2022-03-15,2,2022-06-07,9040,Haaften,142616128055750.0
2022-03-15,2,2022-06-07,17065,Groot-Ammers,178839619658995.0
2022-03-15,2,2022-06-07,25023,Dongemond,310049333922647.0
2022-03-15,2,2022-06-07,17044,Dordrecht,227113420793556.0
2022-03-15,2,2022-06-07,10012,De Meern,322857041827906.0
2022-03-15,2,2022-06-07,13033,Leiden Zuid-West,283799181204823.0
2022-03-15,2,2022-06-07,17053,De Groote Zaag,153350707498663.0
2022-03-15,2,2022-06-07,27011,Biest-Houtakker,156151716774370.0
2022-03-15,2,2022-06-07,17002,Bergambacht,164988640634841.0
2022-03-15,2,2022-06-07,17055,Middelharnis,260624920801408.0
2022-03-15,2,2022-06-07,9031,Beesd,83858249897997.0
2022-03-15,2,2022-06-07,17016,Alblasserdam,128118027624091.0
2022-03-15,2,2022-06-07,13041,Katwijk,158602589649026.0
2022-03-15,2,2022-06-07,9024,Nijmegen,409115550560864.0
2022-03-15,2,2022-06-07,17066,Numansdorp,232939521500127.0
2022-03-15,2,2022-06-07,17011,Ridderkerk,269424354756221.0
2022-03-15,2,2022-06-07,17077,Spijkenisse,353505847216376.0
2022-03-15,2,2022-06-07,25020,Kaatsheuvel,186957325093458.0
2022-03-15,2,2022-06-07,17041,Hellevoetsluis,211154510813957.0
2022-03-15,2,2022-06-07,17062,Heenvliet,305793988997826.0
2022-03-15,2,2022-06-07,17026,Hardinxveld-Giessendam,233056628154846.0
2022-03-15,2,2022-06-07,13010,Haarlem Waarderpolder,366983454099334.0
2022-03-15,2,2022-06-07,13012,Haarlem Schalkwijk,246467007501080.0
2022-03-15,2,2022-06-07,9010,Groesbeek,249474452650653.0
2022-03-15,2,2022-06-07,13039,Gouda,171165623919669.0
2022-03-15,2,2022-06-07,9037,Gorinchem,172613689315379.0
2022-03-15,2,2022-06-07,9012,Geldermalsen,341035848104353.0
2022-03-15,2,2022-06-07,17048,Goedereede,231226382387295.0
2022-03-15,2,2022-06-07,10008,Driebergen,295365854190289.0
2022-03-15,2,2022-06-07,25019,Chaam,158618638464678.0
2022-03-15,2,2022-06-07,17068,Berkenwoude,124159108307723.0
2022-03-15,2,2022-06-07,25026,Baarle-Nassau,391315248268244.0
2022-03-15,2,2022-06-07,15005,Houtrust,421594887706283.0
2022-03-15,2,2022-06-07,15008,Harnaschpolder,284115728628583.0
2022-03-15,2,2022-06-07,17078,Zwijndrecht,158443275249218.0
2022-03-15,2,2022-06-07,9041,Zaltbommel,154294788736856.0
2022-03-15,2,2022-06-07,17029,Vianen,344228307569828.0
2022-03-15,2,2022-06-07,9038,Gendt,234092005256575.0
2022-03-15,2,2022-06-07,12010,Zaandam-Oost,307276673284820.0
2022-03-15,2,2022-06-07,7019,Zutphen,253731340723593.0
2022-03-15,2,2022-06-07,25027,Lage Zwaluwe,172348194894321.0
2022-03-15,2,2022-06-07,7017,Varsseveld,156397243909730.0
2022-03-15,2,2022-06-07,3027,Smilde,377705326711919.0
2022-03-15,2,2022-06-07,3028,Sleen,148293517669596.0
2022-03-15,2,2022-06-07,12019,Stolpen,141714633577229.0
2022-03-15,2,2022-06-07,30020,Venray,209194853020427.0
2022-03-15,2,2022-06-07,7014,Ruurlo,234123604451431.0
2022-03-15,2,2022-06-07,7016,Winterswijk,133292376373396.0
2022-03-15,2,2022-06-07,11006,Uithoorn,196227018982840.0
2022-03-15,2,2022-06-07,5014,Vroomshoop,126835145995033.0
2022-03-15,2,2022-06-07,11010,Weesp,429716116467773.0
2022-03-15,2,2022-06-07,12021,Wervershoof,276810356110411.0
2022-03-15,2,2022-06-07,30021,Stein,204746866483818.0
2022-03-15,2,2022-06-07,25017,Nieuwveer,198040733324788.0
2022-03-15,2,2022-06-07,12024,Ursem,159108333443620.0
2022-03-15,2,2022-06-07,17045,Oud-Beijerland,214989863701013.0
2022-03-15,2,2022-06-07,17056,Oude Tonge,166837283067932.0
2022-03-15,2,2022-06-07,10032,Oudewater,116351624176778.0
2022-03-15,2,2022-06-07,30022,Susteren,250660283307717.0
2022-03-15,2,2022-06-07,30023,Panheel,114126249867043.0
2022-03-15,2,2022-06-07,12026,Oosthuizen,225408782754556.0
2022-03-15,2,2022-06-07,4016,Ommen,447665588853510.0
2022-03-15,2,2022-06-07,7021,Olburgen,179551499968116.0
2022-03-15,2,2022-06-07,31005,Westpoort,291480221289966.0
2022-03-15,2,2022-06-07,12025,Wieringermeer,142461817779596.0
2022-03-15,2,2022-06-07,7020,Nieuwgraaf,324561393149099.0
2022-03-15,2,2022-06-07,9042,Millingen Aan De Rijn,438232649502231.0
2022-03-15,2,2022-06-07,30017,Venlo,189861827034986.0
2022-03-16,2,2022-06-07,17055,Middelharnis,133398389716260.0
2022-03-16,2,2022-06-07,9030,Maasbommel,77867978398979.0
2022-03-16,2,2022-06-07,13004,Heemstede,179432009798924.0
2022-03-16,2,2022-06-07,10036,Houten,157998290208976.0
2022-03-16,2,2022-06-07,17070,Hoogvliet,224908394981246.0
2022-03-16,2,2022-06-07,17062,Heenvliet,116540537910719.0
2022-03-16,2,2022-06-07,17026,Hardinxveld-Giessendam,211379525777306.0
2022-03-16,2,2022-06-07,25025,Halsteren,131822753073836.0
2022-03-16,2,2022-06-07,16011,Groenedijk,205851661087138.0
2022-03-16,2,2022-06-07,14003,Leidsche Rijn,165340547012902.0
2022-03-16,2,2022-06-07,26005,Sleeuwijk,240165994645913.0
2022-03-16,2,2022-06-07,13039,Gouda,119689655241666.0
2022-03-16,2,2022-06-07,17076,Schelluinen,340614365167893.0
2022-03-16,2,2022-06-07,13012,Haarlem Schalkwijk,629438958394442.0
2022-03-16,2,2022-06-07,13010,Haarlem Waarderpolder,395717453622026.0
2022-03-16,2,2022-06-07,13041,Katwijk,249810603416383.0
2022-03-16,2,2022-06-07,16009,Kortenoord,201348324112801.0
2022-03-16,2,2022-06-07,16010,Kralingseveer,254787777100676.0
2022-03-16,2,2022-06-07,25027,Lage Zwaluwe,156469246898784.0
2022-03-16,2,2022-06-07,13046,Leiden Noord,160406054143842.0
2022-03-16,2,2022-06-07,13042,Bodegraven,173563275896500.0
2022-03-16,2,2022-06-07,13035,Alphen Noord,144178530840294.0
2022-03-16,2,2022-06-07,13049,Alphen Kerk En Zanen,378236545985087.0
2022-03-16,2,2022-06-07,17056,Oude Tonge,120576493276864.0
2022-03-16,2,2022-06-07,25008,Ossendrecht,116511026556128.0
2022-03-16,2,2022-06-07,29002,Oijen,123371135715121.0
2022-03-16,2,2022-06-07,9024,Nijmegen,172969609176887.0
2022-03-16,2,2022-06-07,15004,Nieuwe Waterweg,106178464834994.0
2022-03-16,2,2022-06-07,25016,Nieuw-Vossemeer,110862534577193.0
2022-03-16,2,2022-06-07,13030,Leimuiden,252040448633540.0
2022-03-16,2,2022-06-07,13034,Lisse,268786734968041.0
2022-03-16,2,2022-06-07,13038,Nieuwveen,369616770027958.0
2022-03-16,2,2022-06-07,13023,Noordwijk,370173371800405.0
2022-03-16,2,2022-06-07,17066,Numansdorp,274677589854064.0
2022-03-16,2,2022-06-07,17054,Piershil,169218814900504.0
2022-03-16,2,2022-06-07,17011,Ridderkerk,315123443503515.0
2022-03-16,2,2022-06-07,17057,Rozenburg,511924692918641.0
2022-03-16,2,2022-06-07,27008,S Hertogenbosch,377763899188245.0
2022-03-16,2,2022-06-07,27010,Sint-Oedenrode,404311643396780.0
2022-03-16,2,2022-06-07,25012,Putte,174690952904869.0
2022-03-16,2,2022-06-07,25029,Willemstad,140841556126952.0
2022-03-16,2,2022-06-07,17005,Stolwijk,78752952463846.0
2022-03-16,2,2022-06-07,2026,Terschelling,562488967500436.0
2022-03-16,2,2022-06-07,5005,Tubbergen,200960950106915.0
2022-03-16,2,2022-06-07,5011,Denekamp,50770134528225.0
2022-03-16,2,2022-06-07,5023,Nijverdal,392583380919591.0
2022-03-16,2,2022-06-07,4020,Steenwijk,322895986115638.0
2022-03-16,2,2022-06-07,2028,Dokkum,147459955770866.0
2022-03-16,2,2022-06-07,17052,Sliedrecht,177135829518929.0
2022-03-16,2,2022-06-07,13047,Nieuwe Wetering,75111914712226.0
2022-03-16,2,2022-06-07,17040,Oostvoorne,235053291834708.0
2022-03-16,2,2022-06-07,17075,Ooltgensplaat,202978399932712.0
2022-03-16,2,2022-06-07,27005,Hapert,290378233793777.0
2022-03-16,2,2022-06-07,17067,Haastrecht,80310753005667.0
2022-03-16,2,2022-06-07,27009,Haaren,236460268452354.0
2022-03-16,2,2022-06-07,9040,Haaften,184553253251802.0
2022-03-16,2,2022-06-07,17065,Groot-Ammers,119556668347729.0
2022-03-16,2,2022-06-07,9039,Dreumel,168756616880144.0
2022-03-16,2,2022-06-07,25023,Dongemond,208709949429587.0
2022-03-16,2,2022-06-07,9026,Dodewaard,158997974161437.0
2022-03-16,2,2022-06-07,25028,Dinteloord,103642992364660.0
2022-03-16,2,2022-06-07,10012,De Meern,165457343923991.0
2022-03-16,2,2022-06-07,9017,Bergharen,112714632064261.0
2022-03-16,2,2022-06-07,17078,Zwijndrecht,138886531407856.0
2022-03-16,2,2022-06-07,17077,Spijkenisse,323996874875830.0
2022-03-16,2,2022-06-07,13005,Zwanenburg,187125212199038.0
2022-03-16,2,2022-06-07,3028,Sleen,180486064415958.0
2022-03-16,2,2022-06-07,13003,Velsen,168897512638430.0
2022-03-16,2,2022-06-07,28006,Vinkel,228993297893064.0
2022-03-16,2,2022-06-07,13048,Waddinxveen-Randenburg,189136394954210.0
2022-03-16,2,2022-06-07,14002,Woerden,613256337700696.0
2022-03-16,2,2022-06-07,10001,Zeist,299590172718453.0
2022-03-16,2,2022-06-07,7023,Haarlo,59557823072410.0
2022-03-16,2,2022-06-07,7015,Lichtenvoorde,143679118800888.0
2022-03-16,2,2022-06-07,2021,Damwoude,161369429598213.0
2022-03-16,2,2022-06-07,2036,Grouw,170449846551051.0
2022-03-16,2,2022-06-07,2022,Joure,30367036930221.0
2022-03-16,2,2022-06-07,2019,Kootstertille,135576125860660.0
2022-03-16,2,2022-06-07,3027,Smilde,164688097644653.0
2022-03-16,2,2022-06-07,17013,Papendrecht,151151959071004.0
2022-03-16,2,2022-06-07,3022,Emmen,103252814300520.0
2022-03-16,2,2022-06-07,5018,Ootmarsum,295902918060996.0
2022-03-16,2,2022-06-07,5012,Oldenzaal,213140036174359.0
2022-03-16,2,2022-06-07,5001,Haaksbergen,241828772294737.0
2022-03-16,2,2022-06-07,13044,Zwaanshoek,152032054208066.0
2022-03-16,2,2022-06-07,5016,Goor,249800762937848.0
2022-03-16,2,2022-06-07,9025,Tiel,193406448128267.0
2022-03-16,2,2022-06-07,2016,Wolvega,342249783575851.0
2022-03-16,2,2022-06-07,17048,Goedereede,227250348489635.0
2022-03-16,2,2022-06-07,17074,Den Bommel,378432510185400.0
2022-03-16,2,2022-06-07,9032,Zetten,157063903399986.0
2022-03-16,2,2022-06-07,15007,De Groote Lucht,170489493876435.0
2022-03-16,2,2022-06-07,7021,Olburgen,191515122804778.0
2022-03-16,2,2022-06-07,10034,Ronde Venen,171874478142977.0
2022-03-16,2,2022-06-07,12019,Stolpen,426977743656903.0
2022-03-16,2,2022-06-07,1010,Ter Apel,328556352329733.0
2022-03-16,2,2022-06-07,3023,Tweede Exloermond,78860322543146.0
2022-03-16,2,2022-06-07,1024,Ulrum,81477101927761.0
2022-03-16,2,2022-06-07,12024,Ursem,138113394204523.0
2022-03-16,2,2022-06-07,10021,Veenendaal,179606668091064.0
2022-03-16,2,2022-06-07,11010,Weesp,245618608137980.0
2022-03-16,2,2022-06-07,12021,Wervershoof,138763005343563.0
2022-03-16,2,2022-06-07,31005,Westpoort,336317180150556.0
2022-03-16,2,2022-06-07,12018,Wieringen,105467018160088.0
2022-03-16,2,2022-06-07,12025,Wieringermeer,163617116460739.0
2022-03-16,2,2022-06-07,17053,De Groote Zaag,144214175806862.0
2022-03-16,2,2022-06-07,1030,Winsum,351972469984276.0
2022-03-16,2,2022-06-07,1025,Zuidhorn,114791043015811.0
